"136";"AHL";"SYAH";"Aishalton Airport";;"0";;;"2.4865301";"-59.3134003";"587";"GY"
"137";"AHM";"KS03";"Ashland Municipal Sumner Parker Field";;"3603";"Ashland_Municipal_Airport";;"42.1903000";"-122.6610031";"1885";"US"
"138";"AHN";"KAHN";"Athens Ben Epps Airport";;"5522";"Athens_Ben_Epps_Airport";;"33.9486008";"-83.3263016";"808";"US"
"139";"AHO";"LIEA";"Alghero / Fertilia Airport";;"9843";"Alghero-Fertilia_Airport";"Flughafen_Alghero";"40.6320992";"8.2907696";"87";"IT"
"140";"AHS";"MHAH";"Ahuas Airport";;"0";"Ahuas_Airport";;"15.4722004";"-84.3522034";"98";"HN"
"141";"AHU";"GMTA";"Cherif Al Idrissi Airport";;"8202";"Cherif_Al_Idrissi_Airport";"Flughafen_Al_Hoceima";"35.1771011";"-3.8395200";"95";"MA"
"142";"AHY";"AHY";"Ambatolhy Airport";;"0";;;"-20.0158329";"45.5349998";"340";"MG"
"143";"AHZ";"LFHU";"L'alpe D'huez Airport";;"0";"Alpe_d%27Huez_Airport";;"45.0882988";"6.0847201";"6102";"FR"
"144";"AIA";"KAIA";"Alliance Municipal Airport";;"9202";"Alliance_Municipal_Airport";;"42.0531998";"-102.8040009";"3931";"US"
"145";"AID";"KAID";"Anderson Municipal Darlington Field";;"5400";"Anderson_Municipal_Airport";;"40.1086006";"-85.6129990";"919";"US"
"146";"AIF";"SNAX";"Marcelo Pires Halzhausen Airport";"Flughafen Assis";"4593";"Assis_Airport";;"-22.6399994";"-50.4530563";"1850";"BR"
"147";"AIG";"FEFY";"Yalinga Airport";;"0";"Yalinga_Airport";;"6.5200000";"23.2600002";"1975";"CF"
"148";"AII";"HDAS";"Ali-Sabieh Airport";;"0";"Ali-Sabieh_Airport";;"11.1468887";"42.7200012";"2320";"DJ"
"149";"AIK";"KAIK";"Aiken Municipal Airport";;"5500";"Aiken_Municipal_Airport";;"33.6493988";"-81.6849976";"528";"US"
"150";"AIN";"PAWI";"Wainwright Airport";;"4494";"Wainwright_Airport_%28Alaska%29";;"70.6380005";"-159.9949951";"41";"US"
"151";"AIO";"KAIO";"Atlantic Municipal Airport";;"5000";"Atlantic_Municipal_Airport";;"41.4072990";"-95.0468979";"1165";"US"
"152";"AIP";"AIP";"Ailinglaplap Airport";;"0";;;"7.2794218";"168.8256989";"16";"MH"
